Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","177.8","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","101","Canary seed","2018","2018","USD","376.2","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","175.3","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","947","Meat, buffalo","2018","2018","USD","5771.2","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","5956.2","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","5957.8","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","6596.6","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","394.4","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","201.6","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","493.1","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","166.9","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","97","Triticale","2018","2018","USD","176.6","","Official data"
"PP","Producer Prices - Annual","223","Turkey","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","199.6","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","177","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","89","Buckwheat","2018","2018","USD","214.3","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","108","Cereals nes","2018","2018","USD","164.1","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","147.5","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","283.1","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","143.6","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","290.8","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","71","Rye","2018","2018","USD","117.9","","Official data"
"PP","Producer Prices - Annual","230","Ukraine","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","168.6","","Official data"
"PP","Producer Prices - Annual","229","United Kingdom","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","197.4","","Official data"
"PP","Producer Prices - Annual","229","United Kingdom","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","193.4","","Official data"
"PP","Producer Prices - Annual","229","United Kingdom","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","218.8","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","44","Barley","2018","2018","USD","165","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","192.4","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3189.6","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","1334.4","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","1097","Meat, horse","2018","2018","USD","1720.4","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","2278.3","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","1141","Meat, rabbit","2018","2018","USD","7160.2","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","977","Meat, sheep","2018","2018","USD","3233.5","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","75","Oats","2018","2018","USD","193.7","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","159.1","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","138.5","","Official data"
"PP","Producer Prices - Annual","234","Uruguay","5532","Producer Price (USD/tonne)","15","Wheat","2018","2018","USD","182.5","","Official data"
"PP","Producer Prices - Annual","237","Viet Nam","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","263","","Official data"
"PP","Producer Prices - Annual","237","Viet Nam","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","2224.1","","Official data"
"PP","Producer Prices - Annual","237","Viet Nam","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","282.7","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","56","Maize","2018","2018","USD","177.5","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2018","2018","USD","3372.9","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2018","2018","USD","2595.7","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2018","2018","USD","3189.9","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2018","2018","USD","4023.7","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","79","Millet","2018","2018","USD","520.9","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2018","2018","USD","1352.5","","Official data"
"PP","Producer Prices - Annual","251","Zambia","5532","Producer Price (USD/tonne)","83","Sorghum","2018","2018","USD","604","","Official data"
